link,area,quartos,vagas,banheiros,local,valor
https://sp.olx.com.br/regiao-de-sao-jose-do-rio-preto/imoveis/casa-para-locacao-em-alphaville-mirassol-com-3-dormitorios-e-2-vagas-de-garagem-1336676111,135 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 4.500,Mirassol -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-para-alugar-122-m-por-r-3-050-00-mes-jardim-aeroporto-sao-1336676057,122 metros quadrados,2 quartos,3 vagas de garagem,2 banheiros,R$ 2.900,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-mobiliada-em-alphaville-1336676023,321 metros quadrados,4 quartos,,4 banheiros,R$ 16.000,Santana de Parnaíba -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/residencial-lapa-de-baixo-1336675994,140 metros quadrados,,4 vagas de garagem,,R$ 3.000,São Paulo -  SP
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/sobrado-jardim-atlantico-fins-comerciais-1336675967,239 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 6.000,Goiânia -  GO
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-com-4-quartos-para-alugar-739-m-por-r-37-000-mes-barra-da-tijuca-rio-de-janeir-1336675916,739 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 35.000,Rio de Janeiro -  RJ
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/casa-com-2-dormitorios-para-alugar-70-m-por-r-1-500-00-mes-jardim-sao-dimas-sao-jos-1336675879,70 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.500,São José dos Campos -  SP
https://am.olx.com.br/regiao-de-manaus/imoveis/resid-nasc-do-taruma-casa-com-3-qrts-1336675875,80 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 2.900,Manaus -  AM
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-4-dormitorios-320-m-venda-por-r-1-900-000-00-ou-aluguel-por-r-10-556-65-mes-1336675847,320 metros quadrados,4 quartos,,5 ou mais banheiros,R$ 9.800,Vinhedo -  SP
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/casa-comercial-avenida-de-grande-fluxo-1330361784,450 metros quadrados,5 ou mais quartos,3 vagas de garagem,3 banheiros,R$ 6.600,Porto Alegre -  RS
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-casas-mobiliadas-em-comendador-soares-1332110457,,,,,R$ 1.500,Nova Iguaçu -  RJ
https://sp.olx.com.br/baixada-santista-e-litoral-sul/imoveis/aluga-se-casa-em-vicente-de-carvalho-1313376665,90 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.800,Guarujá -  SP
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-recreio-quality-4-suites-1333894952,280 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 6.800,Rio de Janeiro -  RJ
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/imovel-para-aluguel-possui-180-metros-quadrados-com-3-quartos-em-campo-grande-rio-de-jan-1336675829,180 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.300,Rio de Janeiro -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-02-dormitorios-b-barcelona-scs-1336675808,120 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 3.200,São Caetano do Sul -  SP
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-para-locacao-em-condominio-albuquerque-valor-r-1-700-000-00-1336675795,100 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.700,Teresópolis -  RJ
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/oportunidade-casa-loteamento-villa-branca-3-dormitorios-150m-1336675754,150 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 5.000,Jacareí -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-condominio-jardim-cordeiro-alto-da-boa-vista-1336675748,641 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 30.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/santo-andre-casa-padrao-vila-curuca-1336675731,163 metros quadrados,3 quartos,2 vagas de garagem,2 banheiros,R$ 3.000,Santo André -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-92-m-por-r-2-280-mes-parque-jabaquara-sao-paulo-1336675678,92 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.280,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-para-alugar-135-m-planalto-sao-bernardo-do-campo-sp-1336675657,135 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.700,São Bernardo do Campo -  SP
https://pr.olx.com.br/regiao-de-foz-do-iguacu-e-cascavel/imoveis/casa-para-aluguel-ouro-verde-foz-do-iguacu-pr-1336675642,116 metros quadrados,3 quartos,3 vagas de garagem,3 banheiros,R$ 2.300,Foz do Iguaçu -  PR
https://rn.olx.com.br/rio-grande-do-norte/imoveis/belissima-casa-alto-padrao-parque-das-nacoes-parnamirim-rn-1336675646,155 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.800,Parnamirim -  RN
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-2-dormitorios-100m-olimpico-scsul-1336675592,100 metros quadrados,2 quartos,2 vagas de garagem,,R$ 3.250,São Caetano do Sul -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-quartos-a-venda-127-m-por-r-700-000-vila-costa-melo-sao-paulo-sp-1336675585,127 metros quadrados,3 quartos,3 vagas de garagem,,R$ 4.000,São Paulo -  SP
https://pr.olx.com.br/regiao-de-londrina/imoveis/casa-com-3-dormitorios-220-m-venda-por-r-990-000-ou-aluguel-por-r-5-600-mes-boa-vi-1336675575,220 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 5.600,Londrina -  PR
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/excelente-sobrado-no-itoupava-norte-1336675538,91 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.450,Blumenau -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-70-m-por-r-1-000-00-mes-jardim-laura-sao-bernard-1336675507,70 metros quadrados,2 quartos,,,R$ 1.000,São Bernardo do Campo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-2dorm-1suite-2vagas-para-locacao-no-jardim-santa-mena-localizado-na-cidade-de-guar-1336675492,140 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 3.000,Guarulhos -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-para-aluguel-jardim-inocoop-mogi-mirim-1336675463,10 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.500,Mogi Mirim -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-locacao-jardim-das-flores-osasco-sp-casa-terrea-1336675456,192 metros quadrados,2 quartos,3 vagas de garagem,2 banheiros,R$ 6.322,Osasco -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-residencial-em-indaiatuba-sp-jardim-itamaraca-1336675446,90 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 1.700,Indaiatuba -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-2-dormitorios-para-alugar-portal-do-sol-indaiatuba-sp-1336675230,85 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 2.000,Indaiatuba -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-322-m-venda-por-r-1-380-000-00-ou-aluguel-por-r-13-359-00-mes-centro-jundia-1336675232,322 metros quadrados,4 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 13.000,Jundiaí -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-127-m-por-r-1-850-00-jardim-ipanema-zona-oeste-1336675226,127 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.850,São Paulo -  SP
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-com-2-dormitorios-em-condominio-no-bairro-nossa-senhora-da-paz-em-balneario-picarras-1336675121,65 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.100,Balneário Piçarras -  SC
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/casa-com-4-dormitorios-230-m-venda-por-r-750-000-00-ou-aluguel-por-r-5-758-00-mes-1336675111,230 metros quadrados,4 quartos,3 vagas de garagem,4 banheiros,R$ 5.500,Ribeirão Preto -  SP
https://sp.olx.com.br/vale-do-paraiba-e-litoral-norte/imoveis/casa-toda-mobiliada-e-planejada-pronta-para-morar-1336675080,167 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 4.000,Caçapava -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-4-dormitorios-para-alugar-145-m-por-r-4-500-00-mes-jardim-dos-manacas-sant-1336674933,145 metros quadrados,4 quartos,2 vagas de garagem,3 banheiros,R$ 4.500,Santa Bárbara D'Oeste -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-em-otima-localizacao-1336674883,350 metros quadrados,5 ou mais quartos,2 vagas de garagem,5 ou mais banheiros,R$ 24.000,Indaiatuba -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-2-dormitorios-80-m-venda-por-r-700-000-00-ou-aluguel-por-r-2-875-55-mes-b-1336674839,80 metros quadrados,2 quartos,,,R$ 2.800,São Paulo -  SP
https://sp.olx.com.br/regiao-de-ribeirao-preto/imoveis/oportunidade-no-maria-luiza-1336674803,50 metros quadrados,,,,R$ 550,Taquaritinga -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-jardim-santo-antonio-sao-paulo-sp-1336674685,72 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 1.350,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-alugar-com-02-dormitorios-80m2-vila-hebe-vila-nova-cachoeirinha-1336674675,150 metros quadrados,2 quartos,1 vaga de garagem,,R$ 1.750,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sao-bernardo-do-campo-casa-padrao-bairro-assuncao-1336674637,94 metros quadrados,4 quartos,1 vaga de garagem,3 banheiros,R$ 2.700,São Bernardo do Campo -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-para-aluguel-jardim-do-lago-mogi-mirim-1336674579,70 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.500,Mogi Mirim -  SP
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/imovel-para-aluguel-possui-200-metros-quadrados-com-4-quartos-em-santissimo-rio-de-janei-1336674583,200 metros quadrados,4 quartos,,3 banheiros,R$ 2.400,Rio de Janeiro -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-para-locacao-no-sumare-zona-oeste-de-sao-paulo-com-3-dormitorios-e-200-m-1336674552,250 metros quadrados,3 quartos,,2 banheiros,R$ 7.500,São Paulo -  SP
https://ba.olx.com.br/grande-salvador/imoveis/excelente-casa-duplex-com-4-4-em-praia-ipitanga-beira-mar-pe-na-areia-terreno-1-130m-e-1336674538,430 metros quadrados,4 quartos,2 vagas de garagem,4 banheiros,R$ 4.500,Lauro de Freitas -  BA
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-no-rincao-com-otima-localizacao-1336674511,143 metros quadrados,4 quartos,2 vagas de garagem,2 banheiros,R$ 17.000,Balneário Rincão -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/santo-andre-casa-padrao-vila-francisco-matarazzo-1336674392,179 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 2.500,Santo André -  SP
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/casa-geminada-dois-quartos-1336674320,60 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.400,Contagem -  MG
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/aluguel-de-casa-2-quartos-e-uma-com-3quartos-1325394751,50 metros quadrados,2 quartos,,,R$ 1.700,Niterói -  RJ
https://go.olx.com.br/grande-goiania-e-anapolis/imoveis/sobrado-com-05-quatro-suites-no-jardins-valencia-1336674205,336 metros quadrados,5 ou mais quartos,4 vagas de garagem,5 ou mais banheiros,R$ 15.000,Goiânia -  GO
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-com-2-quartos-para-alugar-160-m-por-r-1-300-mes-barreto-sao-goncalo-rj-1336674049,150 metros quadrados,2 quartos,,,R$ 1.300,São Gonçalo -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-300-m-venda-por-r-900-000-00-ou-aluguel-por-r-4-400-00-mes-1336674040,300 metros quadrados,3 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 3.900,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-3-dormitorios-1-suite-para-locacao-cidade-de-deus-osasco-osasco-sp-1336673977,333 metros quadrados,2 quartos,3 vagas de garagem,3 banheiros,R$ 7.800,Osasco -  SP
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/otima-casa-de-esquina-com-3-terrenos-no-rincao-1336673963,210 metros quadrados,5 ou mais quartos,2 vagas de garagem,3 banheiros,R$ 32.000,Balneário Rincão -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-1-dormitorio-para-alugar-50-m-por-r-1-000-00-mes-parque-cisper-sao-paulo-s-1336673788,50 metros quadrados,,,,R$ 1.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-para-locacao-jardim-das-flores-osasco-sp-a-5-minutos-da-acm-1336673588,180 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 3.600,Osasco -  SP
https://es.olx.com.br/norte-do-espirito-santo/imoveis/p-imperdivel-casa-duplex-3-quartos-e-suite-em-colina-de-laranjeiras-mv-1336673466,115 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.990,Serra -  ES
https://ba.olx.com.br/grande-salvador/imoveis/aluga-imovel-centro-camacari-1294698650,,4 quartos,1 vaga de garagem,3 banheiros,R$ 5.000,Camaçari -  BA
https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-campeche-mensal-1294793613,75 metros quadrados,2 quartos,1 vaga de garagem,,R$ 3.000,Florianópolis -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-condominio-3-dorms-facil-acesso-ao-metro-shopping-itaquera-cond-pq-dos-avinhados-1323784411,120 metros quadrados,3 quartos,,2 banheiros,R$ 1.300,São Paulo -  SP
https://am.olx.com.br/regiao-de-manaus/imoveis/espaco-casa-para-eventos-aniversario-festas-aluguel-locacao-1331318128,,,,2 banheiros,R$ 700,Manaus -  AM
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-1-quarto-com-vaga-de-garagem-para-alugar-60-m-por-r-1-300-mes-vila-costa-mel-1336673426,60 metros quadrados,,1 vaga de garagem,,R$ 1.300,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-city-bussocaba-osasco-sp-sobrado-com-piscina-para-locacao-1336673405,360 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 6.975,Osasco -  SP
https://rj.olx.com.br/norte-do-estado-do-rio/imoveis/imovel-para-aluguel-e-venda-tem-200-metros-quadrados-com-2-quartos-1336673406,200 metros quadrados,2 quartos,2 vagas de garagem,,R$ 3.000,São Pedro da Aldeia -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-de-vila-totalmente-reformada-na-vila-olimpia-1336673391,115 metros quadrados,2 quartos,1 vaga de garagem,3 banheiros,R$ 15.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-assobradada-3-dormitorios-1-suite-itaquera-1336673331,130 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 2.400,São Paulo -  SP
https://ba.olx.com.br/grande-salvador/imoveis/alugo-casa-1336673241,,,,,R$ 500,Salvador -  BA
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/excelente-sobrado-novo-para-locacao-no-bairro-itoupava-central-imovel-com-02-amplos-dormi-1336672991,82 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 1.680,Blumenau -  SC
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-com-3-dormitorios-sendo-1-suite-no-bairro-itajuba-em-barra-velha-sc-cod-19661-1336672550,90 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 2.800,Barra Velha -  SC
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/sobrado-geminado-no-jardim-iririu-com-2-quartos-para-locacao-60-m-1336672491,60 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.700,Joinville -  SC
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-1-dormitorio-para-alugar-por-r-1-000-00-mes-vila-santana-sumare-sp-1336672439,250 metros quadrados,,2 vagas de garagem,,R$ 1.000,Sumaré -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-100-m-por-r-2-500-00-mes-vila-araguaia-sao-paulo-1336672420,100 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 2.500,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-locacao-limao-vila-palmeiras-1336672383,70 metros quadrados,2 quartos,,,R$ 1.600,São Paulo -  SP
https://rs.olx.com.br/regioes-de-santa-maria-uruguaiana-e-cruz-alta/imoveis/casa-3-dormitorios-para-vender-ou-alugar-menino-jesus-santa-maria-rs-1336672361,184 metros quadrados,3 quartos,3 vagas de garagem,3 banheiros,R$ 3.800,Santa Maria -  RS
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-de-condominio-com-4-quartos-532m-para-locacao-em-rio-de-janeiro-barra-da-tijuca-1336672364,532 metros quadrados,4 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 17.000,Rio de Janeiro -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-400-m-venda-por-r-2-600-000-00-ou-aluguel-por-r-16-250-00-1336672288,400 metros quadrados,3 quartos,5 ou mais vagas de garagem,4 banheiros,R$ 16.000,Santo André -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-3-dormitorios-350-m-venda-por-r-2-650-000-00-ou-aluguel-por-r-10-368-00-1336672265,350 metros quadrados,3 quartos,5 ou mais vagas de garagem,5 ou mais banheiros,R$ 10.000,Santo André -  SP
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/porto-alegre-casa-comercial-tristeza-1336672162,190 metros quadrados,,5 ou mais vagas de garagem,2 banheiros,R$ 5.500,Porto Alegre -  RS
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/casa-em-condominio-para-locacao-em-nova-lima-ville-des-lacs-3-dormitorios-3-suites-4-b-1336671918,299 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 8.500,Nova Lima -  MG
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-aluguel-residencial-dos-lagos-em-braganca-paulista-sp-1336671889,268 metros quadrados,3 quartos,2 vagas de garagem,5 ou mais banheiros,R$ 4.950,Bragança Paulista -  SP
https://sp.olx.com.br/grande-campinas/imoveis/casa-com-6-dormitorios-para-alugar-232-m-por-r-6-680-00-mes-cidade-universitaria-ca-1336671835,232 metros quadrados,5 ou mais quartos,4 vagas de garagem,4 banheiros,R$ 6.500,Campinas -  SP
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/casa-a-venda-ou-locacao-em-rio-de-janeiro-1336671781,428 metros quadrados,4 quartos,1 vaga de garagem,4 banheiros,R$ 18.000,Rio de Janeiro -  RJ
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/imovel-para-aluguel-possui-120-metros-quadrados-com-2-quartos-em-campo-grande-rio-de-jan-1336671777,120 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.500,Rio de Janeiro -  RJ
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/espacosa-residencia-semi-mobiliada-com-03-dormitorios-disponivel-para-locacao-no-bairro-it-1336671749,270 metros quadrados,3 quartos,4 vagas de garagem,4 banheiros,R$ 5.000,Blumenau -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-03-comodos-americanopolis-1336671631,40 metros quadrados,,,,R$ 1.000,São Paulo -  SP
https://pr.olx.com.br/regiao-de-maringa/imoveis/casa-com-2-quartos-para-alugar-por-r-1000-00-65-32-m2-jardim-novo-centro-paicandu-pr-1336671621,65 metros quadrados,2 quartos,2 vagas de garagem,,R$ 1.000,Paiçandu -  PR
https://sc.olx.com.br/norte-de-santa-catarina/imoveis/casa-mobiliada-com-3-dormitorios-sendo-1-suite-no-bairro-itacolomi-em-balneario-picarras-1336671440,88 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 2.750,Balneário Piçarras -  SC
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-alugar-no-jaguare-sao-paulo-1336671254,55 metros quadrados,,,,R$ 1.300,São Paulo -  SP
https://es.olx.com.br/norte-do-espirito-santo/imoveis/p-imperdivel-casa-duplex-3-quartos-e-suite-em-colina-de-laranjeiras-rf-1336671044,115 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.990,Serra -  ES
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/seu-sonho-no-residencial-euroville-i-aguardando-voce-1336671045,391 metros quadrados,3 quartos,4 vagas de garagem,5 ou mais banheiros,R$ 8.500,Bragança Paulista -  SP
https://es.olx.com.br/norte-do-espirito-santo/imoveis/p-imperdivel-casa-duplex-3-quartos-e-suite-em-colina-de-laranjeiras-qj-1336670771,115 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.990,Serra -  ES
https://sp.olx.com.br/regiao-de-sorocaba/imoveis/casa-com-3-dormitorios-210-m-venda-por-r-1-150-000-00-ou-aluguel-por-r-5-530-00-mes-1336670774,210 metros quadrados,3 quartos,4 vagas de garagem,4 banheiros,R$ 5.050,Araçoiaba da Serra -  SP
https://es.olx.com.br/norte-do-espirito-santo/imoveis/imovel-para-aluguel-tem-115-metros-quadrados-com-3-quartos-em-colina-de-laranjeiras-serr-1336670762,115 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.990,Serra -  ES
https://ma.olx.com.br/regiao-de-sao-luis/imoveis/linda-casa-no-jardim-turu-oportunidade-1336670736,80 metros quadrados,2 quartos,1 vaga de garagem,2 banheiros,R$ 1.500,São José de Ribamar -  MA
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/sobrado-com-2-dormitorios-para-alugar-80-m-por-r-3-000-00-mes-vila-esperanca-sao-pa-1336670726,80 metros quadrados,2 quartos,2 vagas de garagem,3 banheiros,R$ 3.000,São Paulo -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-dois-quartos-1336670680,,2 quartos,1 vaga de garagem,,R$ 1.350,São Bernardo do Campo -  SP
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/aluga-se-1336670662,,2 quartos,,,,Brasilia -  DF
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-aluguel-2-quartos-1-suite-2-vagas-dos-casa-sao-bernardo-do-campo-sp-1336670596,130 metros quadrados,2 quartos,2 vagas de garagem,2 banheiros,R$ 3.500,São Bernardo do Campo -  SP
https://es.olx.com.br/norte-do-espirito-santo/imoveis/p-imperdivel-casa-duplex-3-quartos-e-suite-em-colina-de-laranjeiras-yi-1336670507,115 metros quadrados,3 quartos,1 vaga de garagem,2 banheiros,R$ 4.990,Serra -  ES
https://sp.olx.com.br/grande-campinas/imoveis/casa-para-aluguel-jardim-do-lago-mogi-mirim-1336670472,50 metros quadrados,,1 vaga de garagem,,R$ 1.400,Mogi Mirim -  SP
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/alugo-1336670313,64 metros quadrados,2 quartos,1 vaga de garagem,,R$ 650,Águas Lindas de Goiás -  DF
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-com-3-dormitorios-150-m-venda-por-r-550-000-00-ou-aluguel-por-r-2-220-00-mes-1336670307,150 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.200,Santo André -  SP
https://ba.olx.com.br/grande-salvador/imoveis/casa-1-quarto-1336669952,50 metros quadrados,,,,R$ 450,Salvador -  BA
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/alugo-casa-2-quartos-1336669877,,2 quartos,,,R$ 800,Rio de Janeiro -  RJ
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/casa-para-locacao-no-colinas-anhanguera-santana-de-parnaiba-1336669866,200 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 3.800,Cajamar -  SP
https://sp.olx.com.br/sao-paulo-e-regiao/imoveis/alugo-casa-zl-1336669189,90 metros quadrados,2 quartos,,,R$ 1.200,São Paulo -  SP
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/alugo-barracao-1336668514,,2 quartos,1 vaga de garagem,2 banheiros,R$ 900,São Joaquim de Bicas -  MG
https://rs.olx.com.br/regioes-de-porto-alegre-torres-e-santa-cruz-do-sul/imoveis/casa-terrea-02-dormitorios-churrasqueira-bairro-mato-grande-canoas-rs-1336668430,80 metros quadrados,2 quartos,1 vaga de garagem,,R$ 2.500,Canoas -  RS
https://df.olx.com.br/distrito-federal-e-regiao/imoveis/casa-no-quintas-do-sol-para-alugar-jardim-botanico-1308318681,400 metros quadrados,3 quartos,2 vagas de garagem,4 banheiros,R$ 7.900,Brasília -  DF
https://al.olx.com.br/alagoas/imoveis/alugo-casa-c-terreno-no-clima-bom-1324444161,,2 quartos,,,R$ 3.200,Maceió -  AL
https://rj.olx.com.br/rio-de-janeiro-e-regiao/imoveis/excelente-casa-nilopolis-centro-1334649039,190 metros quadrados,3 quartos,2 vagas de garagem,3 banheiros,R$ 2.200,Nilópolis -  RJ
https://pe.olx.com.br/grande-recife/imoveis/vende-e-aluga-para-fins-comercial-1305800749,760 metros quadrados,5 ou mais quartos,,5 ou mais banheiros,R$ 13.000,Jaboatão dos Guararapes -  PE
https://pe.olx.com.br/grande-recife/imoveis/lindissima-casa-arborizada-com-tres-quartos-cisterna-garagem-1336668328,65 metros quadrados,3 quartos,4 vagas de garagem,2 banheiros,R$ 1.500,Paulista -  PE
https://pr.olx.com.br/regiao-de-curitiba-e-paranagua/imoveis/casa-com-4-dormitorios-para-alugar-150-m-por-diaria-coroados-guaratuba-pr-1336668253,150 metros quadrados,4 quartos,5 ou mais vagas de garagem,,R$ 720,Guaratuba -  PR
https://ba.olx.com.br/regiao-de-feira-de-santana-e-alagoinhas/imoveis/casa-1x4-ev-iguatemi-com-ayrton-senna-1322340737,35 metros quadrados,,,,R$ 700,Feira de Santana -  BA
